Conundrums,Solutions,Difficulty
ADDEEPRSU,PERSUADED,6
AEEIPRSVV,PERVASIVE,6
CDEEIIPST,PESTICIDE,6
AEEHMNNOP,PHENOMENA,6
EEHMNOOPR,PHEROMONE,6
ACEEEILMP,PIECEMEAL,6
AFFIILNPT,PLAINTIFF,6
ACIKLPSTY,PLASTICKY,6
ABEILLPSU,PLAUSIBLE,6
ABILLPSUY,PLAUSIBLY,6
AEHLOPSUY,PLAYHOUSE,6
ADEEEHPRT,PREHEATED,6
ADDEELOPR,PRELOADED,6
CCEOPPRUY,PREOCCUPY,6
CEHLOOPRS,PRESCHOOL,6
AEEIPRRTV,PRIVATEER,6
CDDEEEOPR,PROCEEDED,6
DEEOPRSTT,PROTESTED,6
DDEOPRRTU,PROTRUDED,6
AIIOPRSSS,PSORIASIS,6
CCHIOPSTY,PSYCHOTIC,6
ALMNOPRUY,PULMONARY,6
ADDEPQRUU,QUADRUPED,6
AEINQSTTU,QUAINTEST,6
AADILNRTY,RADIANTLY,6
ADGILOORY,RADIOLOGY,6
AAEIKMNRR,RAINMAKER,6
AFINOOPRR,RAINPROOF,6
AEINPRSTW,RAINSWEPT,6
AALMNPRTY,RAMPANTLY,6
ACNOORRSU,RANCOROUS,6
AABCEELNR,REBALANCE,6
BEEILLNOR,REBELLION,6
ACEEPRRTU,RECAPTURE,6
ACEEGLNRT,RECTANGLE,6
BCEEMNRTU,RECUMBENT,6
DDEEEFINR,REDEFINED,6
CDEEIRTUV,REDUCTIVE,6
CDEEFORSU,REFOCUSED,6
BEEIMRRSU,REIMBURSE,6
AAEIMNPRR,REPAIRMAN,6
EEIIQRSTU,REQUISITE,6
DEEELRSTT,RESETTLED,6
AENOORRST,RESONATOR,6
CDEEORRSU,RESOURCED,6
ACEEFRRSU,RESURFACE,6
CEERRRSTU,RESURRECT,6
EEEINRTTV,RETENTIVE,6
DEEIIRSTV,REVISITED,6
EEINRRTTW,REWRITTEN,6
DEEILRRSS,RIDERLESS,6
ABEIKNRRV,RIVERBANK,6
ABCDKLOOR,ROADBLOCK,6
GHILORSUY,ROGUISHLY,6
DGHHOORSU,ROUGHSHOD,6
ACCEFIIRS,SACRIFICE,6
AADEFGRSU,SAFEGUARD,6
AAALMNRSY,SALARYMAN,6
AAELRSTTW,SALTWATER,6
AACNRSTUY,SANCTUARY,6
AABDLNSST,SANDBLAST,6
AADENPPRS,SANDPAPER,6
ADENNOSST,SANDSTONE,6
AACCIRSST,SARCASTIC,6
AAIINOSTT,SATIATION,6
ABCKOOPRS,SCRAPBOOK,6
ACEGIMMRS,SCRIMMAGE,6
CCEHINRSU,SCRUNCHIE,6
DEEEGMNST,SEGMENTED,6
AELLNSSUY,SENSUALLY,6
AABEELPRS,SEPARABLE,6
CEGIINRSV,SERVICING,6
ADEHKNOSW,SHAKEDOWN,6
EEHIKNPSS,SHEEPSKIN,6
EEHHINOSS,SHOESHINE,6
CEEHIOPSW,SHOWPIECE,6
AEGINRSTU,SIGNATURE,6
ADEEHLRST,SLATHERED,6
AEEKLLPSW,SLEEPWALK,6
DEEHILRST,SLITHERED,6
AEIKNRSST,SNARKIEST,6
EGHIMNOST,SOMETHING,6
EEILMMORS,SOMMELIER,6
FLOORRSUW,SORROWFUL,6
EEGINORSV,SOVEREIGN,6
AAILLPSTY,SPATIALLY,6
AADEEHPRS,SPEARHEAD,6
EEKLNPRSU,SPELUNKER,6
EMNOPRSST,SPORTSMEN,6
ABRRSSTTU,STARBURST,6
AORSTTTUY,STATUTORY,6
ACHLNSTUY,STAUNCHLY,6
AADEFSSTT,STEADFAST,6
DEEEENPST,STEEPENED,6
ACDEHMOST,STOMACHED,6
AELLNOSTW,STONEWALL,6
EMOOORRST,STOREROOM,6
CIILSSTTY,STYLISTIC,6
ABEIMNRSU,SUBMARINE,6
BDEEGMRSU,SUBMERGED,6
BDEIMSTTU,SUBMITTED,6
BCIPRSSTU,SUBSCRIPT,6
BDEISSSTU,SUBSISTED,6
BEMSSSTUY,SUBSYSTEM,6
BDEILSTTU,SUBTITLED,6
AIMMNOSTU,SUMMATION,6
DEFOOPRSU,SUPERFOOD,6
EEIPRSSUZ,SUPERSIZE,6
EELMPRSUY,SUPREMELY,6
ACEGHRRSU,SURCHARGE,6
BCIIMOSTY,SYMBIOTIC,6
EHINSSSTY,SYNTHESIS,6
AABEELRTW,TABLEWARE,6
AABDELTTU,TABULATED,6
AACCIINTT,TACTICIAN,6
AEGGINRTT,TARGETING,6
ADEIMRTXY,TAXIDERMY,6
EEEINSSTT,TEENSIEST,6
AEEHLPTTY,TELEPATHY,6
AEEIMNRTT,TERMINATE,6
EIORRRSTT,TERRORIST,6
EEEFHORRT,THEREFORE,6
CEHIKNSST,THICKNESS,6
EGHHINRST,THRESHING,6
ABCHKMTTU,THUMBTACK,6
DEEGHINTT,TIGHTENED,6
EGHINSSTT,TIGHTNESS,6
EGHIOPRTT,TIGHTROPE,6
CEEEIIMPT,TIMEPIECE,6
ACEHHOOTT,TOOTHACHE,6
EMNOORRTT,TORMENTOR,6
OORRSTTUU,TORTUROUS,6
CDHNOOTUW,TOUCHDOWN,6
EEELOTTTW,TOWELETTE,6
AADEKMRRT,TRADEMARK,6
ADIINORTT,TRADITION,6
AEHIRSSTT,TRASHIEST,6
AACIMRTTU,TRAUMATIC,6
DEHIMPRTU,TRIUMPHED,6
CGINNORTU,TROUNCING,6
ACDKLORTU,TRUCKLOAD,6
ABELNRTTU,TURNTABLE,6
CDEHLNOTU,UNCLOTHED,6
CDEEELNTU,UNELECTED,6
DDEEIMNPU,UNIMPEDED,6
AEILNRSUV,UNIVERSAL,6
DENOOPPSU,UNOPPOSED,6
GHILNSTUY,UNSIGHTLY,6
ABELNNTUY,UNTENABLY,6
GINOOPRTU,UPROOTING,6
ACEHILRUV,VEHICULAR,6
ABEEILRTV,VERITABLE,6
IIILNOSTV,VIOLINIST,6
AEFNORTVW,WAVEFRONT,6
EEGHIIRTW,WEIGHTIER,6
EEHNOPRUW,WHEREUPON,6
ACHIILMSW,WHIMSICAL,6
AEEHLLOSW,WHOLESALE,6
AEEIKMNRW,WINEMAKER,6
DHIMORSTW,WORDSMITH,6
ACEKLOPRW,WORKPLACE,6
EIMOORRSW,WORRISOME,6
BEEHNOOPX,XENOPHOBE,6
CIIMNORUZ,ZIRCONIUM,6
ACCEORSSY,ACCESSORY,7
AAACILRTU,ACTUARIAL,7
ADIIMNOSS,ADMISSION,7
ADDHLOOTU,ADULTHOOD,7
AEFNNOORT,AFTERNOON,7
AADDEEHIR,AIRHEADED,7
AAABELRST,ALABASTER,7
AEELNRSST,ALERTNESS,7
ADEGILNOS,ALONGSIDE,7
AHMOOPRSU,AMORPHOUS,7
ADEILMPTU,AMPLITUDE,7
AACDELNOT,ANECDOTAL,7
AELMNNNTU,ANNULMENT,7
AEEINOPPT,APPOINTEE,7
AANORSTTU,ASTRONAUT,7
AEIRSTTUY,AUSTERITY,7
AAMNOOTTU,AUTOMATON,7
ABDIMNNOT,BADMINTON,7
AABEILLNR,BALLERINA,7
ABMNORRST,BARNSTORM,7
AABBDEORS,BASEBOARD,7
BDDDEEINR,BEDRIDDEN,7
ABCEEHLLY,BELLYACHE,7
ABCEFIRTU,BIFURCATE,7
BHIILLNOT,BILLIONTH,7
BHILMNOTY,BIMONTHLY,7
BDEHIORSU,BIRDHOUSE,7
BDEILLNOO,BLOODLINE,7
BDLLOOSTU,BLOODLUST,7
BEILRRSTU,BLURRIEST,7
ABDEKNORW,BREAKDOWN,7
ABDEEFRST,BREASTFED,7
ABCEEFIRS,BRIEFCASE,7
AACDDEINT,CANDIDATE,7
AACCILNNO,CANONICAL,7
ACEINORRV,CARNIVORE,7
ACEENPRRT,CARPENTER,7
AACEGILRT,CARTILAGE,7
ACDEGIRRT,CARTRIDGE,7
AACEGISTT,CASTIGATE,7
AACCINOTT,CATATONIC,7
AACCHIRTT,CATHARTIC,7
ACCGINSUU,CAUCUSING,7
ACEINRTTY,CERTAINTY,7
ACEHILMMO,CHAMOMILE,7
AACCEHRRT,CHARACTER,7
ACEHILMRT,CHEMTRAIL,7
ACCDEHILR,CHILDCARE,7
AACDHILMY,CHLAMYDIA,7
CDEHHKLOO,CHOKEHOLD,7
CCHIKOPST,CHOPSTICK,7
ACEEGIRTT,CIGARETTE,7
AACELMSST,CLASSMATE,7
CDEEIOSTX,COEXISTED,7
CEGIINOTV,COGNITIVE,7
ACILMMOTT,COMMITTAL,7
CCEEGINOR,CONCIERGE,7
CCIINNOOS,CONCISION,7
CDEIMNNOT,CONDIMENT,7
CCDEINOUV,CONDUCIVE,7
CEFNOORSS,CONFESSOR,7
CDEFINNOT,CONFIDENT,7
ACELNOSTU,CONSULATE,7
CDMNNORUU,CONUNDRUM,7
ACIILNOVV,CONVIVIAL,7
CGHIOPRTY,COPYRIGHT,7
ACEMNNORR,CORNERMAN,7
CDEIIQRTU,CRITIQUED,7
ACCILLRUY,CRUCIALLY,7
CCEGINORY,CRYOGENIC,7
ACDEILRTU,CURTAILED,7
ABCELLRUV,CURVEBALL,7
CDEHINOSU,CUSHIONED,7
CEEISSTTU,CUTESIEST,7
ACDDHHNSU,DACHSHUND,7
ADDEEILST,DEADLIEST,7
ACDEHLNOT,DECATHLON,7
ADEEEGRRS,DEGREASER,7
ADEEEILNT,DELINEATE,7
ACDEEEPRT,DEPRECATE,7
ACDEEERST,DESECRATE,7
ADEEGINST,DESIGNATE,7
ADEEEPRST,DESPERATE,7
ACDEORRTT,DETRACTOR,7
DEEIMNRTT,DETRIMENT,7
DEGIINOST,DIGESTION,7
DEIIMNNOS,DIMENSION,7
ACDILMOPY,DIPLOMACY,7
ABDDEIRRS,DISBARRED,7
BDEEFIILS,DISBELIEF,7
ADEEGGINS,DISENGAGE,7
ACDEILOST,DISLOCATE,7
ADIILMSSS,DISMISSAL,7
ADDEGIRRS,DISREGARD,7
ACDDEINST,DISTANCED,7
DEEILRSVY,DIVERSELY,7
ACDEIMNNO,DOMINANCE,7
DDEFILNOW,DOWNFIELD,7
ADEEIRRST,DREARIEST,7
DHOPRSTYY,DYSTROPHY,7
CEGIIOSTT,EGOTISTIC,7
CEEFILRTY,ELECTRIFY,7
AEEIILMNT,ELIMINATE,7
ACDEEILTU,ELUCIDATE,7
AAEIMNNOT,EMANATION,7
ABDEEGMOR,EMBARGOED,7
AEILMNOOT,EMOTIONAL,7
ACEIILMPR,EMPIRICAL,7
ACEMNOPSS,ENCOMPASS,7
ACEGHINNN,ENHANCING,7
DEEHINNRS,ENSHRINED,7
AEEEMNRTU,ENUMERATE,7
AEEEHLMPR,EPHEMERAL,7
AACDEEIRT,ERADICATE,7
DEIINORTU,ERUDITION,7
AEEGINOPS,ESPIONAGE,7
ACEHILLTY,ETHICALLY,7
CEHIINTTY,ETHNICITY,7
CDDEEEINV,EVIDENCED,7
ADEEHOSWY,EYESHADOW,7
ADEFILMSU,FEUDALISM,7
ACFIILNOT,FICTIONAL,7
ACDFIIRUY,FIDUCIARY,7
EFGIINNSS,FINESSING,7
EEFHIORSU,FIREHOUSE,7
BFINORRST,FIRSTBORN,7
AABDEFLRT,FLATBREAD,7
ADEFILLNT,FLATLINED,7
CFIKLLNOT,FLINTLOCK,7
FINOOPRTT,FOOTPRINT,7
BDDEFINOR,FORBIDDEN,7
DEFIORTTU,FORTITUDE,7
AAEFLNRRT,FRATERNAL,7
EEEFLRSTY,FREESTYLE,7
ACEFIKRTU,FRUITCAKE,7
AEFILMNTU,FULMINATE,7
CDEFGIINU,FUNGICIDE,7
ADEGHINRS,GARNISHED,7
CEEFGLNTU,GENUFLECT,7
ADEEGGGOT,GEOTAGGED,7
ACEGIIRRT,GERIATRIC,7
AEEGLMNRY,GERMANELY,7
ABGILLOST,GLOBALIST,7
DEGILNOSS,GODLINESS,7
DEGHMOORT,GODMOTHER,7
AAEGLNRTU,GRANULATE,7
ADEGIRTTU,GRATITUDE,7
DEGHNORUY,GREYHOUND,7
EGMMNOORS,GROOMSMEN,7
DEGNOPRUW,GUNPOWDER,7
AGIMMNSUY,GYMNASIUM,7
AEHILNOST,HAILSTONE,7
ACEEHIIPR,HAIRPIECE,7
AHIILOSST,HALITOSIS,7
AABDEHLNR,HANDLEBAR,7
AACDEEHPS,HEADSPACE,7
ACEEHLLPS,HELLSCAPE,7
BBGHILNOO,HOBGOBLIN,7
ADEEHMOST,HOMESTEAD,7
BEEHLOPRY,HYPERBOLE,7
EIIMMNORS,IMMERSION,7
DEIMMOSTY,IMMODESTY,7
ACFILMPTU,IMPACTFUL,7
EIMOPSTUU,IMPETUOUS,7
IMMOPPRTU,IMPROMPTU,7
ABDEIILNU,INAUDIBLE,7
ABCILNRUY,INCURABLY,7
ABEEIINRT,INEBRIATE,7
AEFILNNUZ,INFLUENZA,7
EGIINNOST,INGESTION,7
BHIIINORT,INHIBITOR,7
CCEEINNNO,INNOCENCE,7
CINNOOSUU,INNOCUOUS,7
EIINSTTTU,INSTITUTE,7
ACEEFINRT,INTERFACE,7
EINPRRTTU,INTERRUPT,7
CEEINRSTT,INTERSECT,7
EEIINNSTT,INTESTINE,7
EINORRTTV,INTROVERT,7
IINNORSTU,INTRUSION,7
AADEIIRRT,IRRADIATE,7
AEIINORTT,ITERATION,7
AEEIIRTTV,ITERATIVE,7
EHIKLORTZ,KILOHERTZ,7
ABHILNRTY,LABYRINTH,7
AACDELNPS,LANDSCAPE,7
ADDEILLNS,LANDSLIDE,7
AAGIKLMNW,LAWMAKING,7
ADEEGLNRY,LEGENDARY,7
BEELORTTX,LETTERBOX,7
AABIILNRR,LIBRARIAN,7
BDEFILLOO,LIFEBLOOD,7
EEFILLSTY,LIFESTYLE,7
AGIILORTT,LITIGATOR,7
BEGILRTTU,LITTERBUG,7
AEHLMOOST,LOATHSOME,7
DEELNOOST,LODESTONE,7
EGILNOTVY,LONGEVITY,7
CDILORSUU,LUDICROUS,7
AAEFIMMNR,MAINFRAME,7
AAEEGMNNS,MANGANESE,7
AAAGIMRRT,MARGARITA,7
AAILMPRSU,MARSUPIAL,7
ADMMORRTY,MARTYRDOM,7
AEEGHMRTZ,MEGAHERTZ,7
AADELMMOR,MELODRAMA,7
ACDEIMNTY,MENDACITY,7
AELMNRSTU,MENSTRUAL,7
ACEEMNRRY,MERCENARY,7
AADEEHLMT,METALHEAD,7
CFIILMMOR,MICROFILM,7
ACEIMORVW,MICROWAVE,7
ADDEILMMN,MIDDLEMAN,7
AGIILLMMR,MILLIGRAM,7
IILLLMOTV,MILLIVOLT,7
AEIMMNNTU,MINUTEMAN,7
EEIMMNNTU,MINUTEMEN,7
AEHIMNPSS,MISSHAPEN,7
DEIMNORTY,MODERNITY,7
ACDEMOORT,MOTORCADE,7
ACEKKMRRU,MUCKRAKER,7
AIKLMSTTU,MULTITASK,7
ADELMNNUY,MUNDANELY,7
ACIILMNPU,MUNICIPAL,7
AGHILNTUY,NAUGHTILY,7
AABEGILNV,NAVIGABLE,7
AADEGINTV,NAVIGATED,7
ACEENRSSY,NECESSARY,7
CEEINSSTY,NECESSITY,7
DEEKNORTW,NETWORKED,7
AEFHLNSSW,NEWSFLASH,7
AEMNNOSWW,NEWSWOMAN,7
EEMNNOSWW,NEWSWOMEN,7
EFIINNSST,NIFTINESS,7
BCGHILNTU,NIGHTCLUB,7
AEGHIMNRT,NIGHTMARE,7
EEHIINNTT,NINETIETH,7
EHLNORRTY,NORTHERLY,7
BDEEELNOS,NOSEBLEED,7
DEHINORSU,NOURISHED,7
DEFIILLNU,NULLIFIED,7
BCDEEEINO,OBEDIENCE,7
ABCEFOSTU,OBFUSCATE,7
BCEINOSTY,OBSCENITY,7
BCELORSUY,OBSCURELY,7
ABEINOSTT,OBSTINATE,7
BEIORSTUV,OBTRUSIVE,7
FFGINOPRS,OFFSPRING,7
GILLOOOPY,OLIGOPOLY,7
ELLNOPTUY,OPULENTLY,7
AAILOORRT,ORATORIAL,7
ACDEINNOR,ORDINANCE,7
AAEGHNOPR,ORPHANAGE,7
DOOORSTUY,OUTDOORSY,7
AEEORRTUW,OUTERWEAR,7
CELMOSTUU,OUTMUSCLE,7
ABDEEKORV,OVERBAKED,7
BEILORTUV,OVERBUILT,7
AEIMMNOPT,PANTOMIME,7
AACDEIMPR,PARAMEDIC,7
AACHIPRRT,PATRIARCH,7
AAENPRSTY,PEASANTRY,7
ADEEGGOPU,PEDAGOGUE,7
CEEEINNPT,PENITENCE,7
EEIKNNPSV,PENKNIVES,7
EEINOPPPR,PEPPERONI,7
AEEILNNPR,PERENNIAL,7
DEEIPRSST,PERSISTED,7
EFINOPRSY,PERSONIFY,7
EELNNOPRS,PERSONNEL,7
EIIMMPSSS,PESSIMISM,7
ACEELNPTU,PETULANCE,7
BBHMOOOPT,PHOTOBOMB,7
ADEGIILPT,PIGTAILED,7
DEIILLOPR,PILLORIED,7
ADDEEHINP,PINHEADED,7
ACHIIOPST,PISTACHIO,7
CDEHIIPST,PITCHSIDE,7
AIIPRTTUY,PITUITARY,7
AGHILNPTY,PLAYTHING,7
ADEELPRSU,PLEASURED,7
AILLPRTUY,PLURALITY,7
ACEILNOPR,PORCELAIN,7
FILOOOPRT,PORTFOLIO,7
AEGGIMNPR,PREGAMING,7
CEEELPRST,PRESELECT,7
ACEEOPRRT,PROCREATE,7
EIMNNOPRT,PROMINENT,7
AAEGOPPRT,PROPAGATE,7
CEEOPRSTU,PROSECUTE,7
AEOPRRSTT,PROSTRATE,7
EOOPRRSTT,PROTESTOR,7
EOOPPRTTY,PROTOTYPE,7
DELNPRTUY,PRUDENTLY,7
DEMNOPSUY,PSEUDONYM,7
DEILNOPRU,PURLOINED,7
AAIMNOPRY,PYROMANIA,7
AAEINRRTW,RAINWATER,7
AOPRRSTUU,RAPTUROUS,7
AEINPRSSS,RASPINESS,7
ACEEIQRRU,REACQUIRE,7
AADDEEPRT,READAPTED,7
BDEEILRRU,REBUILDER,7
CEEINORSS,RECESSION,7
CEEIINPRT,RECIPIENT,7
CEINORRSU,RECURSION,7
ADEEHRRTY,REHYDRATE,7
DEEIMOPRS,REIMPOSED,7
CEEFINORR,REINFORCE,7
ADDEEINRV,REINVADED,7
ACEELNRVY,RELEVANCY,7
ADEEEIMRT,REMEDIATE,7
AEEIMNPRR,REPAIRMEN,7
ADEEHPRRS,REPHRASED,7
ACEEILPRT,REPLICATE,7
ADEIMNPRR,REPRIMAND,7
AEGMOPRRR,REPROGRAM,7
AEEEELRRS,RERELEASE,7
DEEGINNRS,RESENDING,7
EEFLNRSTU,RESENTFUL,7
EEIILNRST,RESILIENT,7
ACEENNORS,RESONANCE,7
EEGNRRSTU,RESURGENT,7
CCEEEINRT,RETICENCE,7
EGIINNRTU,REUNITING,7
GHIMORSTT,RIGHTMOST,7
CEGHKNORU,ROUGHNECK,7
DMNOORRUW,ROUNDWORM,7
AEEILLSTT,SATELLITE,7
AACEGOPST,SCAPEGOAT,7
CEHILNSTZ,SCHNITZEL,7
CIILOOSSS,SCOLIOSIS,7
CDELNORSU,SCOUNDREL,7
ACCEENPRS,SCREENCAP,7
ABCDLNRSU,SCRUBLAND,7
CEILNOSSU,SECLUSION,7
ADEENRSTY,SEDENTARY,7
EEIMNNSTT,SENTIMENT,7
CEHIKPRSW,SHIPWRECK,7
ACDEHOSSW,SHOWCASED,7
DEEHRSSTW,SHREWDEST,7
DDEEIILNS,SIDELINED,7
EILMNOPST,SIMPLETON,7
AILMORSTU,SIMULATOR,7
EEHINSTTX,SIXTEENTH,7
EGGHIILNS,SLEIGHING,7
EGHILNSTU,SLEUTHING,7
EHMOOSSTT,SMOOTHEST,7
AEIKKNNSS,SNAKESKIN,7
BEIOQRSTU,SOBRIQUET,7
CFIIOOPRS,SOPORIFIC,7
EHLORSTUY,SOUTHERLY,7
ADHORSTUW,SOUTHWARD,7
AACEKLPSW,SPACEWALK,7
AEFHIPRSS,SPEARFISH,7
ACCEELPST,SPECTACLE,7
ACDEEPSTT,SPECTATED,7
ABDEELLPS,SPEEDBALL,7
ACEHILPRS,SPHERICAL,7
BILLNOOPS,SPOONBILL,7
ACEHIRRST,STARCHIER,7
AEEMNSSTT,STATESMEN,7
AABEMOSTT,STEAMBOAT,7
EIILRSTTY,STERILITY,7
BILLNORST,STILLBORN,7
AILMNSTTU,STIMULANT,7
CEIKLOPST,STOCKPILE,7
ACDKORSTY,STOCKYARD,7
ABDIMNOSU,SUBDOMAIN,7
BEILLMSUY,SUBLIMELY,7
BBCEIRSSU,SUBSCRIBE,7
BEFOORSUW,SUBWOOFER,7
ABEHNRSTU,SUNBATHER,7
CDEEEPRSU,SUPERCEDE,7
EEGLPRSUU,SUPERGLUE,7
DEENRRRSU,SURRENDER,7
ADLOPRSWY,SWORDPLAY,7
DEMNORSSW,SWORDSMEN,7
ACHNOPSTY,SYCOPHANT,7
CEIMMRSTY,SYMMETRIC,7
AEGGNOSUY,SYNAGOGUE,7
CEHINSTTY,SYNTHETIC,7
AADEGILTT,TAILGATED,7
AAINNORTT,TARNATION,7
EIMORRRST,TERRORISM,7
EEHHIRTTW,THEREWITH,7
DEEFHLORT,THREEFOLD,7
DEHHLORST,THRESHOLD,7
ABHILMNTU,THUMBNAIL,7
AEIILLTTT,TITILLATE,7
ABELLORTY,TOLERABLY,7
CEHILNOTU,TOUCHLINE,7
ACDENNRST,TRANSCEND,7
EILNRSTTU,TURNSTILE,7
AIIMNNTUY,UNANIMITY,7
CDEEINTUX,UNEXCITED,7
ADELNPSTU,UNSTAPLED,7
DEIINSTTU,UNTIDIEST,7
DDENNORTU,UNTRODDEN,7
HILRSTUUV,VULTURISH,7
AEIILNSTW,WAISTLINE,7
AAFFISTTW,WAITSTAFF,7
AABDEKORW,WAKEBOARD,7
AEGMNORRW,WARMONGER,7
AEFLORTWW,WATERFOWL,7
BDENOSTUW,WESTBOUND,7
EIIMNPSSW,WIMPINESS,7
EEILNORVW,WOLVERINE,7
ABDINRSTW,WRISTBAND,7
EEGIISTTZ,ZEITGEIST,7
AABCEENRR,ABERRANCE,8
ABDIRSSTU,ABSURDIST,8
ADEMNNORT,ADORNMENT,8
AACEEOPRS,AEROSPACE,8
AEEFFILRT,AFTERLIFE,8
AEGGORRSS,AGGRESSOR,8
AABLORSST,ALBATROSS,8
ACEHILMST,ALCHEMIST,8
AAEELNRTT,ALTERNATE,8
AADEMNPRS,AMPERSAND,8
AEEMMNSTU,AMUSEMENT,8
AACELNRST,ANCESTRAL,8
AIINRSTUV,ANTIVIRUS,8
ADEEHNPPR,APPREHEND,8
AADILLMOR,ARMADILLO,8
AADEGINRR,ARRAIGNED,8
AACEGNORR,ARROGANCE,8
ACHIIRRTT,ARTHRITIC,8
AACHIMSTT,ASTHMATIC,8
AEMMRSTYY,ASYMMETRY,8
ACIOORSTU,ATROCIOUS,8
ADEHIOPRT,ATROPHIED,8
ACEHINTTU,AUTHENTIC,8
AACCORTUY,AUTOCRACY,8
AILOOPTTU,AUTOPILOT,8
ABBCDEERU,BARBECUED,8
ABDEENRRT,BARTENDER,8
ABBEEORTX,BEATBOXER,8
BCEIIMORT,BIOMETRIC,8
BEEHIOPRS,BIOSPHERE,8
ABEINOOPW,BIOWEAPON,8
AABELORTW,BLOATWARE,8
BEILNPRTU,BLUEPRINT,8
ABEGMNOOR,BOOMERANG,8
AABCILNOT,BOTANICAL,8
ABDELORUV,BOULEVARD,8
BEGIOORSU,BOURGEOIS,8
ABLNOTUYY,BUOYANTLY,8
ABDENRSTY,BYSTANDER,8
ACCDEMORR,CAMCORDER,8
ACDELOOPR,CARPOOLED,8
ACEEHLRTW,CARTWHEEL,8
AACDEHLRT,CATHEDRAL,8
ACEEEFIRS,CEASEFIRE,8
CDEEEINPT,CENTIPEDE,8
ACCEHINRY,CHICANERY,8
ACCDEEHIK,CHICKADEE,8
ACDEHILLX,CHILLAXED,8
ACHILRSSY,CHRYSALIS,8
ACCEILRTU,CIRCULATE,8
CEIINRTYZ,CITIZENRY,8
CFHILNOSW,CLOWNFISH,8
ACCDEELOS,COALESCED,8
ABCDEHIOT,COHABITED,8
CCEEEHNOR,COHERENCE,8
ACEGILLLO,COLLEGIAL,8
CELMOOSSU,COLOSSEUM,8
CEMMNOOST,COMMONEST,8
CDEINOSST,CONSISTED,8
CDENORSTU,CONSTRUED,8
CIMNNOTUU,CONTINUUM,8
ACEGORRTU,CORRUGATE,8
ACMNOOSTU,COSMONAUT,8
ACDILOSTU,CUSTODIAL,8
ACDINOSTU,CUSTODIAN,8
ACCDEHIKR,DECKCHAIR,8
ADDEENRTU,DENATURED,8
DEINRSTTY,DENTISTRY,8
ACCDEIILT,DIALECTIC,8
ADGIINRTY,DIGNITARY,8
ADEILMNST,DISMANTLE,8
ADEEILPSS,DISPLEASE,8
ACDEOORTT,DOCTORATE,8
ABDDEGLLO,DODGEBALL,8
ADHIOPRSY,DYSPHORIA,8
ADEEOPRSV,EAVESDROP,8
CEEMOSSTY,ECOSYSTEM,8
AACEGIMNO,EGOMANIAC,8
EEGGIORSU,EGREGIOUS,8
AEEHMMPSY,EMPHYSEMA,8
CDEENPRTY,ENCRYPTED,8
ACDEENNRU,ENDURANCE,8
CEEEGINRT,ENERGETIC,8
ACEGIIMNT,ENIGMATIC,8
DEENRSTTU,ENTRUSTED,8
ACEEINNTU,ENUNCIATE,8
EENOORRSU,ERRONEOUS,8
EEHILRSTW,ERSTWHILE,8
AACELORST,ESCALATOR,8
CEGINORSW,ESCROWING,8
ACEEIORST,ESOTERICA,8
BDEEORVYY,EVERYBODY,8
ADEFHLOOS,FALSEHOOD,8
EFILNOOSU,FELONIOUS,8
ADEFILSTU,FEUDALIST,8
EFGIINPRT,FINGERTIP,8
ADEFGLOOT,FLOODGATE,8
AAGILLNTV,GALLIVANT,8
ADGOOPRST,GASTROPOD,8
AEGIILNTY,GENIALITY,8
GIMNOORSU,GINORMOUS,8
AEEGINPRV,GRAPEVINE,8
ACEEGINRV,GRIEVANCE,8
AACEGLMOU,GUACAMOLE,8
AAEEGNRTU,GUARANTEE,8
AAGNORRTU,GUARANTOR,8
DEEGIILNU,GUIDELINE,8
AGHIMNRST,HAMSTRING,8
AACDEFHRS,HEADSCARF,8
ABEHNRRTU,HEARTBURN,8
AEFHOOPRT,HEATPROOF,8
ABEHILRST,HERBALIST,8
AEEEFHRRT,HEREAFTER,8
EEHMNOORW,HOMEOWNER,8
CEHOOOPRS,HOROSCOPE,8
AEHLOPRSY,HORSEPLAY,8
DDEHHNRTU,HUNDREDTH,8
AADEGHNRY,HYDRANGEA,8
ACDHILRUY,HYDRAULIC,8
CEHIOPRTY,HYPOCRITE,8
ACEGINNOR,IGNORANCE,8
AABCEILMN,IMBALANCE,8
BGIILMOOR,IMBROGLIO,8
CCEINORRT,INCORRECT,8
ABCINORTU,INCUBATOR,8
ACDIINORT,INDICATOR,8
DEGILNNTU,INDULGENT,8
ADEGIINNR,INGRAINED,8
EHIINORRT,INHERITOR,8
EIINNSSTT,INSISTENT,8
BEILLNOSU,INSOLUBLE,8
ACIIMNNOS,INSOMNIAC,8
AEGIINSTT,INSTIGATE,8
AEEGINRTT,INTEGRATE,8
DEEILNRTU,INTERLUDE,8
ACCIINRTY,INTRICACY,8
ACEIINRTT,INTRICATE,8
ABCEIILRS,IRASCIBLE,8
AEEIINRTT,ITINERATE,8
ACDIKKNST,KICKSTAND,8
CEGHIKNTV,KVETCHING,8
AAILMNORT,LAMINATOR,8
ADELNNORW,LANDOWNER,8
ABELNOSYZ,LAZYBONES,8
EGHILLNTY,LENGTHILY,8
ACEGHILRT,LETHARGIC,8
ADEFGILRU,LIFEGUARD,8
CHILLNOOT,LOINCLOTH,8
ABCILNRTU,LUBRICANT,8
ABCEILRTU,LUBRICATE,8
